20250723205719,0.0745,-0.4824,-0.8607
20250723205720,0.0720,-0.4829,-0.8613
20250723205721,0.0743,-0.4794,-0.8612
20250723205722,0.0740,-0.4829,-0.8589
20250723205723,0.0742,-0.4823,-0.8606
20250723205724,0.0710,-0.4839,-0.8606
20250723205725,0.0748,-0.4839,-0.8590
20250723205726,0.0706,-0.4816,-0.8638
20250723205727,0.0748,-0.4833,-0.8589
20250723205728,0.0745,-0.4872,-0.8589
20250723205729,0.0735,-0.4840,-0.8595
20250723205730,0.0750,-0.4811,-0.8615
20250723205731,0.0763,-0.4827,-0.8593
20250723205732,0.0743,-0.4834,-0.8597
20250723205733,0.0742,-0.4824,-0.8601
20250723205734,0.0742,-0.4821,-0.8595
20250723205735,0.0732,-0.4816,-0.8606
20250723205736,0.0703,-0.4840,-0.8589
20250723205737,0.0728,-0.4797,-0.8615
20250723205738,0.0707,-0.4856,-0.8586
20250723205739,0.0752,-0.4828,-0.8610
20250723205740,0.0756,-0.4824,-0.8621
20250723205741,0.0759,-0.4823,-0.8602
20250723205742,0.0784,-0.4784,-0.8630
20250723205743,0.0743,-0.4836,-0.8612
20250723205744,0.0743,-0.4817,-0.8594
20250723205745,0.0803,-0.4838,-0.8597
20250723205746,0.0795,-0.4843,-0.8588
20250723205747,0.0747,-0.4823,-0.8601
20250723205748,0.0764,-0.4840,-0.8590
20250723205749,0.0748,-0.4824,-0.8601
20250723205750,0.0720,-0.4845,-0.8593
20250723205751,0.0748,-0.4825,-0.8599
20250723205752,0.0740,-0.4813,-0.8580
20250723205753,0.0750,-0.4828,-0.8600
20250723205754,0.0739,-0.4833,-0.8600
20250723205755,0.0756,-0.4824,-0.8602
20250723205756,0.0754,-0.4821,-0.8602
20250723205757,0.0739,-0.4819,-0.8600
20250723205758,0.0763,-0.4824,-0.8596
20250723205759,0.0726,-0.4829,-0.8605
20250723205800,0.0742,-0.4818,-0.8602
20250723205801,0.0764,-0.4836,-0.8591
20250723205802,0.0747,-0.4823,-0.8608
20250723205803,0.0758,-0.4824,-0.8597
20250723205804,0.0723,-0.4810,-0.8606
20250723205805,0.0741,-0.4825,-0.8610
20250723205806,0.0748,-0.4827,-0.8595
20250723205807,0.0753,-0.4829,-0.8593
20250723205808,0.0745,-0.4802,-0.8630
20250723205809,0.0747,-0.4828,-0.8593
20250723205810,0.0751,-0.4823,-0.8601
20250723205811,0.0779,-0.4827,-0.8602
20250723205812,0.0732,-0.4824,-0.8593
20250723205813,0.0760,-0.4822,-0.8595
20250723205814,0.0751,-0.4827,-0.8597
20250723205815,0.0751,-0.4821,-0.8608
20250723205816,0.0747,-0.4825,-0.8594
20250723205817,0.0728,-0.4829,-0.8597
20250723205818,0.0739,-0.4827,-0.8604
20250723205819,0.0737,-0.4822,-0.8595
20250723205820,0.0745,-0.4830,-0.8594
20250723205821,0.0712,-0.4847,-0.8600
20250723205822,0.0676,-0.4799,-0.8599
20250723205823,0.0740,-0.4836,-0.8591
20250723205824,0.0742,-0.4830,-0.8596
20250723205825,0.0754,-0.4818,-0.8605
20250723205826,0.0740,-0.4830,-0.8591
20250723205827,0.0745,-0.4802,-0.8623
20250723205828,0.0743,-0.4839,-0.8596
20250723205829,0.0757,-0.4825,-0.8597
20250723205830,0.0737,-0.4850,-0.8595
20250723205831,0.0725,-0.4822,-0.8608
20250723205832,0.0764,-0.4856,-0.8584
20250723205833,0.0723,-0.4811,-0.8617
20250723205834,0.0800,-0.4788,-0.8643
20250723205835,0.0801,-0.4828,-0.8591
20250723205836,0.0786,-0.4814,-0.8628
20250723205837,0.0751,-0.4814,-0.8613
20250723205838,0.0743,-0.4841,-0.8594
20250723205839,0.0748,-0.4836,-0.8597
20250723205840,0.0742,-0.4835,-0.8597
20250723205841,0.0746,-0.4823,-0.8593
20250723205842,0.0745,-0.4827,-0.8595
20250723205843,0.0748,-0.4822,-0.8602
20250723205844,0.0756,-0.4844,-0.8584
20250723205845,0.0748,-0.4823,-0.8589
20250723205846,0.0754,-0.4838,-0.8601
20250723205847,0.0741,-0.4832,-0.8597
20250723205848,0.0742,-0.4824,-0.8602
20250723205849,0.0735,-0.4833,-0.8599
20250723205850,0.0741,-0.4825,-0.8596
20250723205851,0.0745,-0.4836,-0.8601
20250723205852,0.0732,-0.4832,-0.8599
20250723205853,0.0734,-0.4833,-0.8596
20250723205854,0.0741,-0.4817,-0.8606
20250723205855,0.0737,-0.4819,-0.8607
20250723205856,0.0739,-0.4822,-0.8599
20250723205857,0.0741,-0.4827,-0.8584
20250723205858,0.0736,-0.4819,-0.8606
20250723205859,0.0732,-0.4827,-0.8601
20250723205900,0.0748,-0.4823,-0.8607
20250723205901,0.0752,-0.4810,-0.8612
20250723205902,0.0728,-0.4825,-0.8594
20250723205903,0.0732,-0.4832,-0.8605
20250723205904,0.0732,-0.4823,-0.8612
20250723205905,0.0740,-0.4830,-0.8600
20250723205906,0.0736,-0.4821,-0.8602
20250723205907,0.0739,-0.4836,-0.8610
20250723205908,0.0742,-0.4801,-0.8628
20250723205909,0.0747,-0.4822,-0.8604
20250723205910,0.0763,-0.4825,-0.8601
20250723205911,0.0802,-0.4786,-0.8600
20250723205912,0.0748,-0.4830,-0.8607
20250723205913,0.0775,-0.4828,-0.8588
20250723205914,0.0729,-0.4757,-0.8641
20250723205916,0.0765,-0.4849,-0.8596
20250723205917,0.0725,-0.4836,-0.8579
20250723205918,0.0781,-0.4790,-0.8621
20250723205919,0.0752,-0.4802,-0.8612
20250723205920,0.0773,-0.4794,-0.8617
20250723205921,0.0686,-0.4794,-0.8657
20250723205922,0.0717,-0.4817,-0.8611
20250723205923,0.0726,-0.4806,-0.8611
20250723205924,0.0732,-0.4813,-0.8611
20250723205925,0.0732,-0.4812,-0.8608
20250723205926,0.0757,-0.4814,-0.8596
20250723205927,0.0729,-0.4822,-0.8622
20250723205928,0.0774,-0.4825,-0.8618
20250723205929,0.0779,-0.4829,-0.8545
20250723205930,0.0786,-0.4835,-0.8617
20250723205931,0.0775,-0.4780,-0.8602
20250723205932,0.0831,-0.4780,-0.8632
20250723205933,0.0742,-0.4816,-0.8638
20250723205934,0.0839,-0.4927,-0.8740
20250723205935,0.0758,-0.4764,-0.8633
20250723205936,0.0740,-0.4799,-0.8611
20250723205937,0.0752,-0.4800,-0.8555
20250723205938,0.0778,-0.4844,-0.8594
20250723205939,0.0717,-0.4795,-0.8606
20250723205940,0.0736,-0.4796,-0.8617
20250723205941,0.0710,-0.4821,-0.8597
20250723205942,0.0743,-0.4791,-0.8624
20250723205943,0.0762,-0.4822,-0.8615
20250723205944,0.0735,-0.4796,-0.8610
20250723205945,0.0721,-0.4828,-0.8600
20250723205946,0.0750,-0.4797,-0.8606
20250723205947,0.0737,-0.4811,-0.8600
20250723205948,0.0747,-0.4828,-0.8607
20250723205949,0.0743,-0.4805,-0.8613
20250723205950,0.0724,-0.4808,-0.8618
20250723205951,0.0748,-0.4781,-0.8618
20250723205952,0.0751,-0.4838,-0.8602
20250723205953,0.0724,-0.4800,-0.8624
20250723205954,0.0754,-0.4821,-0.8604
20250723205955,0.0770,-0.4808,-0.8596
20250723205956,0.0763,-0.4761,-0.8643
20250723205957,0.0746,-0.4829,-0.8600
20250723205958,0.0736,-0.4811,-0.8616
20250723205959,0.0757,-0.4816,-0.8608
20250723210000,0.0771,-0.4816,-0.8606
20250723210001,0.0729,-0.4879,-0.8563
20250723210002,0.0757,-0.4786,-0.8617
20250723210003,0.0748,-0.4811,-0.8602
20250723210004,0.0735,-0.4800,-0.8606
20250723210005,0.0765,-0.4785,-0.8634
20250723210006,0.0807,-0.4935,-0.8630
20250723210007,0.0773,-0.4830,-0.8615
20250723210008,0.0728,-0.4845,-0.8599
20250723210009,0.0754,-0.4810,-0.8612
20250723210010,0.0758,-0.4813,-0.8616
20250723210011,0.0731,-0.4819,-0.8606
20250723210012,0.0732,-0.4816,-0.8617
20250723210013,0.0740,-0.4805,-0.8612
20250723210014,0.0745,-0.4823,-0.8607
20250723210015,0.0743,-0.4800,-0.8615
20250723210016,0.0735,-0.4813,-0.8599
20250723210017,0.0753,-0.4805,-0.8607
20250723210018,0.0741,-0.4811,-0.8611
20250723210019,0.0742,-0.4814,-0.8611
20250723210020,0.0721,-0.4812,-0.8608
20250723210021,0.0736,-0.4810,-0.8612
20250723210022,0.0730,-0.4799,-0.8608
20250723210023,0.0752,-0.4806,-0.8611
20250723210024,0.0750,-0.4807,-0.8616
20250723210025,0.0740,-0.4810,-0.8606
20250723210026,0.0736,-0.4811,-0.8616
20250723210027,0.0747,-0.4806,-0.8612
20250723210028,0.0750,-0.4807,-0.8615
20250723210029,0.0747,-0.4806,-0.8613
20250723210030,0.0752,-0.4810,-0.8605
20250723210031,0.0743,-0.4813,-0.8607
20250723210032,0.0751,-0.4816,-0.8606
20250723210033,0.0751,-0.4807,-0.8617
20250723210034,0.0760,-0.4810,-0.8615
20250723210035,0.0743,-0.4802,-0.8615
20250723210036,0.0736,-0.4801,-0.8618
20250723210037,0.0743,-0.4812,-0.8608
20250723210038,0.0743,-0.4802,-0.8616
20250723210039,0.0736,-0.4835,-0.8594
20250723210040,0.0731,-0.4818,-0.8582
20250723210041,0.0729,-0.4816,-0.8602
20250723210042,0.0758,-0.4811,-0.8613
20250723210043,0.0759,-0.4814,-0.8604
20250723210044,0.0736,-0.4824,-0.8604
20250723210045,0.0740,-0.4867,-0.8569
20250723210046,0.0764,-0.4829,-0.8594
20250723210047,0.0759,-0.4822,-0.8606
20250723210048,0.0734,-0.4794,-0.8615
20250723210049,0.0747,-0.4827,-0.8594
20250723210050,0.0725,-0.4805,-0.8607
20250723210051,0.0725,-0.4828,-0.8590
20250723210052,0.0742,-0.4814,-0.8607
20250723210053,0.0742,-0.4817,-0.8611
20250723210054,0.0743,-0.4817,-0.8604
20250723210055,0.0737,-0.4825,-0.8597
20250723210056,0.0725,-0.4818,-0.8601
20250723210057,0.0742,-0.4821,-0.8605
20250723210058,0.0741,-0.4821,-0.8600
20250723210059,0.0739,-0.4813,-0.8607
20250723210100,0.0753,-0.4824,-0.8601
20250723210101,0.0743,-0.4805,-0.8607
20250723210102,0.0756,-0.4821,-0.8605
20250723210103,0.0735,-0.4816,-0.8608
20250723210104,0.0750,-0.4818,-0.8606
20250723210105,0.0745,-0.4799,-0.8610
20250723210106,0.0756,-0.4821,-0.8595
20250723210107,0.0739,-0.4818,-0.8610
20250723210108,0.0735,-0.4817,-0.8613
20250723210109,0.0726,-0.4840,-0.8600
20250723210110,0.0746,-0.4801,-0.8621
20250723210111,0.0692,-0.4808,-0.8610
20250723210112,0.0759,-0.4785,-0.8568
20250723210113,0.0693,-0.4817,-0.8615
20250723210115,00.0767,-0.4817,-0.8612
20250723210116,0.0717,-0.4808,-0.8600
20250723210117,0.0763,-0.4803,-0.8599
20250723210118,0.0714,-0.4832,-0.8599
20250723210119,0.0774,-0.4779,-0.8604
20250723210120,0.0828,-0.4758,-0.8618
20250723210121,0.0773,-0.4763,-0.8628
20250723210122,0.0743,-0.4790,-0.8612
20250723210123,0.0715,-0.4805,-0.8612
20250723210124,0.0781,-0.4888,-0.8665
20250723210125,0.0746,-0.4926,-0.8561
20250723210126,0.0746,-0.4817,-0.8615
20250723210127,0.0748,-0.4813,-0.8596
20250723210128,0.0752,-0.4817,-0.8610
20250723210129,0.0758,-0.4810,-0.8612
20250723210130,0.0734,-0.4799,-0.8610
20250723210131,0.0746,-0.4827,-0.8606
20250723210132,0.0748,-0.4817,-0.8606
20250723210133,0.0742,-0.4822,-0.8602
20250723210134,0.0743,-0.4816,-0.8611
20250723210135,0.0768,-0.4822,-0.8599
20250723210136,0.0743,-0.4807,-0.8611
20250723210137,0.0750,-0.4812,-0.8604
20250723210138,0.0757,-0.4834,-0.8601
20250723210139,0.0709,-0.4825,-0.8610
20250723210140,0.0737,-0.4824,-0.8605
20250723210141,0.0746,-0.4807,-0.8608
20250723210142,0.0743,-0.4811,-0.8610
20250723210143,0.0743,-0.4819,-0.8608
20250723210144,0.0751,-0.4821,-0.8600
20250723210145,0.0742,-0.4800,-0.8602
20250723210146,0.0757,-0.4823,-0.8597
20250723210147,0.0795,-0.4874,-0.8544
20250723210148,0.0715,-0.4778,-0.8622
20250723210149,0.0759,-0.4801,-0.8617
20250723210150,0.0742,-0.4806,-0.8602
20250723210151,0.0739,-0.4806,-0.8601
20250723210152,0.0697,-0.4760,-0.8612
20250723210153,0.0748,-0.4812,-0.8607
20250723210154,0.0759,-0.4818,-0.8600
20250723210155,0.0742,-0.4802,-0.8617
20250723210156,0.0746,-0.4792,-0.8624
20250723210157,0.0743,-0.4810,-0.8606
20250723210158,0.0728,-0.4778,-0.8605
20250723210159,0.0747,-0.4821,-0.8608
20250723210200,0.0756,-0.4817,-0.8606
20250723210201,0.0745,-0.4810,-0.8613
20250723210202,0.0745,-0.4807,-0.8613
20250723210203,0.0746,-0.4806,-0.8607
20250723210204,0.0741,-0.4808,-0.8615
20250723210205,0.0750,-0.4801,-0.8617
20250723210206,0.0737,-0.4802,-0.8613
20250723210207,0.0731,-0.4802,-0.8604
20250723210208,0.0725,-0.4800,-0.8618
20250723210209,0.0750,-0.4800,-0.8610
20250723210210,0.0760,-0.4811,-0.8607
20250723210211,0.0743,-0.4808,-0.8610
20250723210212,0.0743,-0.4808,-0.8611
20250723210213,0.0728,-0.4812,-0.8608
20250723210214,0.0735,-0.4788,-0.8617
20250723210215,0.0764,-0.4816,-0.8611
20250723210216,0.0750,-0.4801,-0.8611
20250723210217,0.0747,-0.4797,-0.8622
20250723210218,0.0752,-0.4827,-0.8599
20250723210219,0.0754,-0.4818,-0.8607
20250723210220,0.0751,-0.4810,-0.8595
20250723210221,0.0742,-0.4805,-0.8590
20250723210222,0.0759,-0.4789,-0.8621
20250723210223,0.0703,-0.4780,-0.8621
20250723210224,0.0737,-0.4823,-0.8600
20250723210225,0.0741,-0.4818,-0.8605
20250723210226,0.0765,-0.4838,-0.8595
20250723210227,0.0763,-0.4823,-0.8585
20250723210228,0.0748,-0.4830,-0.8602
20250723210229,0.0740,-0.4805,-0.8617
20250723210230,0.0742,-0.4812,-0.8611
20250723210231,0.0751,-0.4824,-0.8607
20250723210232,0.0731,-0.4816,-0.8616
20250723210233,0.0767,-0.4828,-0.8602
20250723210234,0.0728,-0.4816,-0.8605
20250723210235,0.0742,-0.4822,-0.8610
20250723210236,0.0724,-0.4814,-0.8621
20250723210237,0.0747,-0.4834,-0.8602
20250723210238,0.0748,-0.4816,-0.8607
20250723210239,0.0730,-0.4796,-0.8621
20250723210240,0.0731,-0.4821,-0.8599
20250723210241,0.0743,-0.4800,-0.8621
20250723210242,0.0769,-0.4822,-0.8606
20250723210243,0.0752,-0.4794,-0.8628
20250723210244,0.0732,-0.4830,-0.8610
20250723210245,0.0756,-0.4822,-0.8606
20250723210246,0.0737,-0.4810,-0.8612
20250723210247,0.0745,-0.4832,-0.8613
20250723210248,0.0754,-0.4819,-0.8606
20250723210249,0.0739,-0.4811,-0.8605
20250723210250,0.0751,-0.4818,-0.8607
20250723210251,0.0753,-0.4822,-0.8606
20250723210252,0.0730,-0.4819,-0.8610
20250723210253,0.0721,-0.4823,-0.8611
20250723210254,0.0751,-0.4822,-0.8600
20250723210255,0.0745,-0.4816,-0.8599
20250723210256,0.0734,-0.4825,-0.8612
20250723210257,0.0732,-0.4817,-0.8607
20250723210258,0.0740,-0.4812,-0.8604
20250723210259,0.0742,-0.4823,-0.8615
20250723210300,0.0745,-0.4814,-0.8613
20250723210301,0.0732,-0.4825,-0.8599
20250723210302,0.0742,-0.4795,-0.8619
20250723210303,0.0747,-0.4818,-0.8608
20250723210304,0.0724,-0.4813,-0.8594
20250723210305,0.0695,-0.4777,-0.8632
20250723210306,0.0743,-0.4832,-0.8608
20250723210307,0.0757,-0.4796,-0.8613
20250723210308,0.0737,-0.4757,-0.8643
20250723210309,0.0743,-0.4840,-0.8597
20250723210310,0.0739,-0.4838,-0.8594
20250723210311,0.0709,-0.4800,-0.8615
20250723210312,0.0757,-0.4788,-0.8619
20250723210313,0.0742,-0.4794,-0.8552
20250723210314,0.0839,-0.4812,-0.8635
20250723210315,0.0782,-0.4807,-0.8605
20250723210316,0.0745,-0.4821,-0.8633
20250723210317,0.0765,-0.4777,-0.8589
20250723210318,0.0767,-0.4797,-0.8613
20250723210319,0.0750,-0.4795,-0.8619
20250723210320,0.0751,-0.4836,-0.8610
20250723210321,0.0724,-0.4783,-0.8575
20250723210322,0.0746,-0.4824,-0.8608
20250723210323,0.0781,-0.4843,-0.8633
20250723210324,0.0773,-0.4865,-0.8584
20250723210325,0.0745,-0.4822,-0.8602
20250723210326,0.0728,-0.4822,-0.8583
20250723210327,0.0724,-0.4843,-0.8588
20250723210328,0.0762,-0.4839,-0.8610
20250723210329,0.0723,-0.4847,-0.8585
20250723210330,0.0734,-0.4832,-0.8600
20250723210331,0.0854,-0.4830,-0.8639
20250723210332,0.0742,-0.4792,-0.8617
20250723210333,0.0768,-0.4849,-0.8590
20250723210334,0.0752,-0.4861,-0.8585
20250723210335,0.0730,-0.4846,-0.8588
20250723210336,0.0771,-0.4797,-0.8601
20250723210337,0.0748,-0.4838,-0.8599
20250723210338,0.0763,-0.4840,-0.8591
20250723210339,0.0742,-0.4816,-0.8597
20250723210340,0.0728,-0.4850,-0.8596
20250723210341,0.0760,-0.4834,-0.8589
20250723210342,0.0750,-0.4832,-0.8606
20250723210343,0.0739,-0.4825,-0.8615
20250723210344,0.0745,-0.4832,-0.8590
20250723210345,0.0825,-0.4883,-0.8582
20250723210346,0.0753,-0.4832,-0.8591
20250723210347,0.0748,-0.4790,-0.8618
20250723210348,0.0758,-0.4781,-0.8553
20250723210349,0.0732,-0.4801,-0.8621
20250723210350,0.0758,-0.4810,-0.8595
20250723210351,0.0702,-0.4797,-0.8661
20250723210352,0.0751,-0.4824,-0.8600
20250723210353,0.0751,-0.4825,-0.8599
20250723210354,0.0757,-0.4816,-0.8625
20250723210355,0.0767,-0.4819,-0.8601
20250723210356,0.0757,-0.4822,-0.8600
20250723210357,0.0730,-0.4808,-0.8615
20250723210358,0.0741,-0.4839,-0.8593
20250723210359,0.0753,-0.4834,-0.8596
20250723210400,0.0742,-0.4828,-0.8596
20250723210401,0.0743,-0.4819,-0.8593
20250723210402,0.0757,-0.4839,-0.8595
20250723210403,0.0726,-0.4857,-0.8615
20250723210404,0.0717,-0.4825,-0.8560
20250723210405,0.0737,-0.4871,-0.8601
20250723210406,0.0760,-0.4836,-0.8611
20250723210407,0.0734,-0.4852,-0.8625
20250723210408,0.0785,-0.4824,-0.8608
20250723210409,0.0751,-0.4825,-0.8616
20250723210410,0.0767,-0.4834,-0.8589
20250723210411,0.0741,-0.4817,-0.8605
20250723210412,0.0748,-0.4805,-0.8612
20250723210413,0.0742,-0.4818,-0.8599
20250723210414,0.0752,-0.4836,-0.8594
20250723210415,0.0736,-0.4841,-0.8591
20250723210416,0.0765,-0.4786,-0.8619
20250723210417,0.0741,-0.4836,-0.8596
20250723210418,0.0726,-0.4825,-0.8597
20250723210419,0.0740,-0.4833,-0.8584
20250723210420,0.0747,-0.4844,-0.8599
20250723210421,0.0731,-0.4830,-0.8599
20250723210422,0.0739,-0.4819,-0.8599
20250723210423,0.0729,-0.4816,-0.8602
20250723210424,0.0751,-0.4832,-0.8600
20250723210425,0.0742,-0.4821,-0.8605
20250723210426,0.0737,-0.4823,-0.8604
20250723210427,0.0740,-0.4830,-0.8597
20250723210428,0.0753,-0.4825,-0.8596
20250723210429,0.0746,-0.4808,-0.8601
20250723210430,0.0813,-0.4839,-0.8593
20250723210431,0.0737,-0.4800,-0.8611
20250723210432,0.0740,-0.4830,-0.8627
20250723210433,0.0723,-0.4805,-0.8644
20250723210434,0.0729,-0.4821,-0.8590
20250723210435,0.0737,-0.4849,-0.8595
20250723210436,0.0739,-0.4829,-0.8596
20250723210437,0.0745,-0.4824,-0.8604
20250723210438,0.0763,-0.4832,-0.8593
20250723210439,0.0746,-0.4827,-0.8593
20250723210440,0.0746,-0.4829,-0.8594
20250723210441,0.0741,-0.4824,-0.8606
20250723210442,0.0743,-0.4834,-0.8595
20250723210443,0.0739,-0.4805,-0.8612
20250723210444,0.0752,-0.4833,-0.8585
20250723210445,0.0740,-0.4828,-0.8601
20250723210446,0.0748,-0.4829,-0.8605
20250723210447,0.0747,-0.4832,-0.8599
20250723210448,0.0762,-0.4840,-0.8593
20250723210449,0.0753,-0.4813,-0.8606
20250723210450,0.0740,-0.4828,-0.8604
20250723210451,0.0728,-0.4825,-0.8585
20250723210452,0.0731,-0.4839,-0.8594
20250723210453,0.0739,-0.4816,-0.8607
20250723210454,0.0747,-0.4829,-0.8595
20250723210455,0.0745,-0.4810,-0.8604
20250723210456,0.0748,-0.4830,-0.8605
20250723210457,0.0764,-0.4832,-0.8591
20250723210458,0.0773,-0.4844,-0.8586
20250723210459,0.0742,-0.4814,-0.8612
20250723210500,0.0756,-0.4819,-0.8610
20250723210501,0.0758,-0.4821,-0.8604
20250723210502,0.0757,-0.4836,-0.8599
20250723210503,0.0769,-0.4817,-0.8601
20250723210504,0.0736,-0.4822,-0.8595
20250723210505,0.0743,-0.4830,-0.8608
20250723210506,0.0760,-0.4862,-0.8584
20250723210507,0.0739,-0.4813,-0.8586
20250723210508,0.0747,-0.4802,-0.8597
20250723210509,0.0743,-0.4818,-0.8610
20250723210510,0.0760,-0.4834,-0.8591
20250723210511,0.0771,-0.4851,-0.8579
20250723210512,0.0729,-0.4840,-0.8585
20250723210513,0.0746,-0.4818,-0.8595
20250723210514,0.0735,-0.4825,-0.8606
20250723210515,0.0747,-0.4830,-0.8602
20250723210516,0.0750,-0.4838,-0.8596
20250723210517,0.0741,-0.4814,-0.8597
20250723210518,0.0752,-0.4839,-0.8607
20250723210519,0.0756,-0.4854,-0.8574
20250723210520,0.0763,-0.4796,-0.8615
20250723210522,0.0751,-0.4845,-0.8594
20250723210523,0.0753,-0.4824,-0.8590
20250723210524,0.0747,-0.4821,-0.8619
20250723210525,0.0763,-0.4835,-0.8588
20250723210526,0.0736,-0.4838,-0.8599
20250723210527,0.0750,-0.4828,-0.8590
20250723210528,0.0734,-0.4838,-0.8602
20250723210529,0.0741,-0.4825,-0.8600
20250723210530,0.0756,-0.4830,-0.8602
20250723210531,0.0740,-0.4825,-0.8599
20250723210532,0.0739,-0.4838,-0.8607
20250723210533,0.0735,-0.4821,-0.8607
20250723210534,0.0742,-0.4822,-0.8602
20250723210535,0.0748,-0.4838,-0.8594
20250723210536,0.0743,-0.4833,-0.8600
20250723210537,0.0741,-0.4836,-0.8589
20250723210538,0.0737,-0.4814,-0.8611
20250723210539,0.0745,-0.4843,-0.8607
20250723210540,0.0740,-0.4784,-0.8629
20250723210541,0.0789,-0.4818,-0.8606
20250723210542,0.0742,-0.4823,-0.8606
20250723210543,0.0759,-0.4828,-0.8596
20250723210544,0.0724,-0.4824,-0.8604
20250723210545,0.0741,-0.4808,-0.8621
20250723210546,0.0737,-0.4840,-0.8595
20250723210547,0.0759,-0.4839,-0.8593
20250723210548,0.0741,-0.4832,-0.8596
20250723210549,0.0737,-0.4839,-0.8577
20250723210550,0.0743,-0.4794,-0.8597
20250723210551,0.0737,-0.4819,-0.8593
20250723210552,0.0759,-0.4818,-0.8611
20250723210553,0.0747,-0.4847,-0.8590
20250723210554,0.0725,-0.4836,-0.8610
20250723210555,0.0778,-0.4827,-0.8584
20250723210556,0.0747,-0.4823,-0.8590
20250723210557,0.0741,-0.4855,-0.8582
20250723210558,0.0743,-0.4806,-0.8616
20250723210559,0.0735,-0.4840,-0.8596
20250723210600,0.0743,-0.4825,-0.8596
20250723210601,0.0685,-0.4594,-0.8751
20250723210602,0.0754,-0.4623,-0.8713
20250723210603,0.0739,-0.4562,-0.8748
20250723210604,0.0731,-0.4568,-0.8745
20250723210605,0.0734,-0.4551,-0.8750
20250723210606,0.0715,-0.4567,-0.8752
